,cod_ibge,nm_mun,nfam_estab,fam_estab,nfam_cabecas,fam_cabecas,sisprod
1587,2928059,Santa Luzia (BA),11,25,76,197,Suinocultura
1588,2928109,Santa Maria da Vitória (BA),249,1200,1656,5297,Suinocultura
1589,2928208,Santana (BA),184,1175,1714,4542,Suinocultura
1590,2928307,Santanópolis (BA),28,155,130,435,Suinocultura
1591,2928406,Santa Rita de Cássia (BA),142,788,1180,3964,Suinocultura
1592,2928505,Santa Terezinha (BA),5,92,9,443,Suinocultura
1593,2928604,Santo Amaro (BA),22,109,107,539,Suinocultura
1594,2928703,Santo Antônio de Jesus (BA),60,187,2286,1183,Suinocultura
1595,2928802,Santo Estêvão (BA),165,612,407,1537,Suinocultura
1596,2928901,São Desidério (BA),150,504,4500,2189,Suinocultura
1597,2928950,São Domingos (BA),17,67,112,468,Suinocultura
1598,2929008,São Félix (BA),6,38,19,183,Suinocultura
1599,2929057,São Félix do Coribe (BA),65,492,833,2745,Suinocultura
1600,2929107,São Felipe (BA),31,141,114,389,Suinocultura
1601,2929206,São Francisco do Conde (BA),1,8,0,0,Suinocultura
1602,2929255,São Gabriel (BA),55,150,457,1322,Suinocultura
1603,2929305,São Gonçalo dos Campos (BA),108,210,434,2365,Suinocultura
1604,2929354,São José da Vitória (BA),1,2,0,0,Suinocultura
1605,2929370,São José do Jacuípe (BA),29,127,206,783,Suinocultura
1606,2929404,São Miguel das Matas (BA),13,60,43,292,Suinocultura
1607,2929503,São Sebastião do Passé (BA),14,37,333,262,Suinocultura
1608,2929602,Sapeaçu (BA),13,91,86,313,Suinocultura
1609,2929701,Sátiro Dias (BA),62,198,1084,789,Suinocultura
1610,2929750,Saubara (BA),0,3,0,23,Suinocultura
1611,2929800,Saúde (BA),14,75,63,369,Suinocultura
1612,2929909,Seabra (BA),91,575,292,2410,Suinocultura
1613,2930006,Sebastião Laranjeiras (BA),136,467,1155,2669,Suinocultura
1614,2930105,Senhor do Bonfim (BA),26,109,406,1090,Suinocultura
1615,2930154,Serra do Ramalho (BA),63,281,437,1566,Suinocultura
1616,2930204,Sento Sé (BA),9,150,99,1400,Suinocultura
1617,2930303,Serra Dourada (BA),199,1004,1050,4948,Suinocultura
1618,2930402,Serra Preta (BA),41,133,174,458,Suinocultura
1619,2930501,Serrinha (BA),174,408,1243,2464,Suinocultura
1620,2930600,Serrolândia (BA),50,172,326,722,Suinocultura
1621,2930709,Simões Filho (BA),9,37,3565,352,Suinocultura
1622,2930758,Sítio do Mato (BA),44,719,218,3409,Suinocultura
1623,2930766,Sítio do Quinto (BA),31,286,174,874,Suinocultura
1624,2930774,Sobradinho (BA),24,47,194,361,Suinocultura
1625,2930808,Souto Soares (BA),91,443,423,2269,Suinocultura
1626,2930907,Tabocas do Brejo Velho (BA),272,737,786,2507,Suinocultura
1627,2931004,Tanhaçu (BA),171,611,659,3346,Suinocultura
1628,2931053,Tanque Novo (BA),160,1025,897,5031,Suinocultura
1629,2931103,Tanquinho (BA),22,74,111,267,Suinocultura
1630,2931202,Taperoá (BA),9,81,29,308,Suinocultura
1631,2931301,Tapiramutá (BA),8,45,37,173,Suinocultura
1632,2931350,Teixeira de Freitas (BA),25,56,189,627,Suinocultura
1633,2931400,Teodoro Sampaio (BA),2,7,0,0,Suinocultura
1634,2931509,Teofilândia (BA),46,158,249,620,Suinocultura
1635,2931608,Teolândia (BA),11,76,56,324,Suinocultura
1636,2931707,Terra Nova (BA),5,16,31,50,Suinocultura
1637,2931806,Tremedal (BA),128,1048,498,4939,Suinocultura
1638,2931905,Tucano (BA),39,311,747,1795,Suinocultura
1639,2932002,Uauá (BA),41,521,208,2261,Suinocultura
1640,2932101,Ubaíra (BA),10,105,28,418,Suinocultura
1641,2932200,Ubaitaba (BA),0,6,0,37,Suinocultura
1642,2932309,Ubatã (BA),0,5,0,36,Suinocultura
1643,2932408,Uibaí (BA),39,153,685,1826,Suinocultura
1644,2932457,Umburanas (BA),7,57,66,344,Suinocultura
1645,2932507,Una (BA),6,25,140,244,Suinocultura
1646,2932606,Urandi (BA),174,1044,2005,4618,Suinocultura
1647,2932705,Uruçuca (BA),5,6,13,14,Suinocultura
1648,2932804,Utinga (BA),20,66,535,373,Suinocultura
1649,2932903,Valença (BA),20,130,125,626,Suinocultura
1650,2933000,Valente (BA),25,88,196,669,Suinocultura
1651,2933059,Várzea da Roça (BA),37,327,182,1828,Suinocultura
1652,2933109,Várzea do Poço (BA),38,160,251,871,Suinocultura
1653,2933158,Várzea Nova (BA),14,97,290,932,Suinocultura
1654,2933174,Varzedo (BA),9,93,52,453,Suinocultura
1655,2933208,Vera Cruz (BA),5,12,25,191,Suinocultura
1656,2933257,Vereda (BA),12,60,187,397,Suinocultura
1657,2933307,Vitória da Conquista (BA),268,914,18297,5045,Suinocultura
1658,2933406,Wagner (BA),25,64,141,395,Suinocultura
1659,2933455,Wanderley (BA),243,581,1509,3771,Suinocultura
1660,2933505,Wenceslau Guimarães (BA),24,69,68,285,Suinocultura
1661,2933604,Xique-Xique (BA),66,520,596,3687,Suinocultura
